catalogue_id,Length,Width,Height,Weight_Limit
392,105,65,65,675
393,105,65,65,725
394,105,65,65,775
395,105,65,65,825
396,105,65,65,875
397,105,65,65,925
398,105,65,65,975
399,105,75,65,75
400,105,75,65,125
401,105,75,65,175
402,105,75,65,225
403,105,75,65,275
404,105,75,65,325
405,105,75,65,375
406,105,75,65,425
407,105,75,65,475
408,105,75,65,525
409,105,75,65,575
410,105,75,65,625
411,105,75,65,675
412,105,75,65,725
413,105,75,65,775
414,105,75,65,825
415,105,75,65,875
416,105,75,65,925
417,105,75,65,975
418,105,75,75,75
419,105,75,75,125
420,105,75,75,175
421,105,75,75,225
422,105,75,75,275
423,105,75,75,325
424,105,75,75,375
425,105,75,75,425
426,105,75,75,475
427,105,75,75,525
428,105,75,75,575
429,105,75,75,625
430,105,75,75,675
431,105,75,75,725
432,105,75,75,775
433,105,75,75,825
434,105,75,75,875
435,105,75,75,925
436,105,75,75,975
437,105,85,65,75
438,105,85,65,125
439,105,85,65,175
440,105,85,65,225
441,105,85,65,275
442,105,85,65,325
443,105,85,65,375
444,105,85,65,425
445,105,85,65,475
446,105,85,65,525
447,105,85,65,575
448,105,85,65,625
449,105,85,65,675
450,105,85,65,725
451,105,85,65,775
452,105,85,65,825
453,105,85,65,875
454,105,85,65,925
455,105,85,65,975
456,105,85,75,75
457,105,85,75,125
458,105,85,75,175
459,105,85,75,225
460,105,85,75,275
461,105,85,75,325
462,105,85,75,375
463,105,85,75,425
464,105,85,75,475
465,105,85,75,525
466,105,85,75,575
467,105,85,75,625
468,105,85,75,675
469,105,85,75,725
470,105,85,75,775
471,105,85,75,825
472,105,85,75,875
473,105,85,75,925
474,105,85,75,975
475,105,85,85,75
476,105,85,85,125
477,105,85,85,175
478,105,85,85,225
479,105,85,85,275
480,105,85,85,325
481,105,85,85,375
482,105,85,85,425
483,105,85,85,475
484,105,85,85,525
485,105,85,85,575
486,105,85,85,625
487,105,85,85,675
488,105,85,85,725
489,105,85,85,775
490,105,85,85,825
491,105,85,85,875
492,105,85,85,925
493,105,85,85,975
494,105,95,65,75
495,105,95,65,125
496,105,95,65,175
497,105,95,65,225
498,105,95,65,275
499,105,95,65,325
500,105,95,65,375
501,105,95,65,425
502,105,95,65,475
503,105,95,65,525
504,105,95,65,575
505,105,95,65,625
506,105,95,65,675
507,105,95,65,725
508,105,95,65,775
509,105,95,65,825
510,105,95,65,875
511,105,95,65,925
512,105,95,65,975
513,105,95,75,75
514,105,95,75,125
515,105,95,75,175
516,105,95,75,225
517,105,95,75,275
518,105,95,75,325
519,105,95,75,375
520,105,95,75,425
521,105,95,75,475
522,105,95,75,525
523,105,95,75,575
524,105,95,75,625
525,105,95,75,675
526,105,95,75,725
527,105,95,75,775
528,105,95,75,825
529,105,95,75,875
530,105,95,75,925
531,105,95,75,975
532,105,95,85,75
533,105,95,85,125
534,105,95,85,175
535,105,95,85,225
536,105,95,85,275
537,105,95,85,325
538,105,95,85,375
539,105,95,85,425
540,105,95,85,475
541,105,95,85,525
542,105,95,85,575
543,105,95,85,625
544,105,95,85,675
545,105,95,85,725
546,105,95,85,775
547,105,95,85,825
548,105,95,85,875
549,105,95,85,925
550,105,95,85,975
551,105,95,95,75
552,105,95,95,125
553,105,95,95,175
554,105,95,95,225
555,105,95,95,275
556,105,95,95,325
557,105,95,95,375
558,105,95,95,425
559,105,95,95,475
560,105,95,95,525
561,105,95,95,575
562,105,95,95,625
563,105,95,95,675
564,105,95,95,725
565,105,95,95,775
566,105,95,95,825
567,105,95,95,875
568,105,95,95,925
569,105,95,95,975
570,105,105,65,75
571,105,105,65,125
572,105,105,65,175
573,105,105,65,225
574,105,105,65,275
575,105,105,65,325
576,105,105,65,375
577,105,105,65,425
578,105,105,65,475
579,105,105,65,525
580,105,105,65,575
581,105,105,65,625
582,105,105,65,675
583,105,105,65,725
584,105,105,65,775
585,105,105,65,825
586,105,105,65,875
587,105,105,65,925
588,105,105,65,975
589,105,105,75,75
590,105,105,75,125
591,105,105,75,175
592,105,105,75,225
593,105,105,75,275
594,105,105,75,325
595,105,105,75,375
596,105,105,75,425
597,105,105,75,475
598,105,105,75,525
599,105,105,75,575
600,105,105,75,625
601,105,105,75,675
602,105,105,75,725
603,105,105,75,775
604,105,105,75,825
605,105,105,75,875
606,105,105,75,925
607,105,105,75,975
608,105,105,85,75
609,105,105,85,125
610,105,105,85,175
611,105,105,85,225
612,105,105,85,275
613,105,105,85,325
614,105,105,85,375
615,105,105,85,425
616,105,105,85,475
617,105,105,85,525
618,105,105,85,575
619,105,105,85,625
620,105,105,85,675
621,105,105,85,725
622,105,105,85,775
623,105,105,85,825
624,105,105,85,875
625,105,105,85,925
626,105,105,85,975
627,105,105,95,75
628,105,105,95,125
629,105,105,95,175
630,105,105,95,225
631,105,105,95,275
632,105,105,95,325
633,105,105,95,375
634,105,105,95,425
635,105,105,95,475
636,105,105,95,525
637,105,105,95,575
638,105,105,95,625
639,105,105,95,675
640,105,105,95,725
641,105,105,95,775
642,105,105,95,825
643,105,105,95,875
644,105,105,95,925
645,105,105,95,975
646,105,105,105,75
647,105,105,105,125
648,105,105,105,175
649,105,105,105,225
650,105,105,105,275
651,105,105,105,325
652,105,105,105,375
653,105,105,105,425
654,105,105,105,475
655,105,105,105,525
656,105,105,105,575
657,105,105,105,625
658,105,105,105,675
659,105,105,105,725
660,105,105,105,775
661,105,105,105,825
662,105,105,105,875
663,105,105,105,925
664,105,105,105,975
665,115,65,65,75
666,115,65,65,125
667,115,65,65,175
668,115,65,65,225
669,115,65,65,275
670,115,65,65,325
671,115,65,65,375
672,115,65,65,425
673,115,65,65,475
674,115,65,65,525
675,115,65,65,575
676,115,65,65,625
677,115,65,65,675
678,115,65,65,725
679,115,65,65,775
680,115,65,65,825
681,115,65,65,875
682,115,65,65,925
683,115,65,65,975
684,115,75,65,75
685,115,75,65,125
686,115,75,65,175
687,115,75,65,225
688,115,75,65,275
689,115,75,65,325
690,115,75,65,375
691,115,75,65,425
692,115,75,65,475
693,115,75,65,525
694,115,75,65,575
695,115,75,65,625
696,115,75,65,675
697,115,75,65,725
698,115,75,65,775
699,115,75,65,825
700,115,75,65,875
701,115,75,65,925
702,115,75,65,975
703,115,75,75,75
704,115,75,75,125
705,115,75,75,175
706,115,75,75,225
707,115,75,75,275
708,115,75,75,325
709,115,75,75,375
710,115,75,75,425
711,115,75,75,475
712,115,75,75,525
713,115,75,75,575
714,115,75,75,625
715,115,75,75,675
716,115,75,75,725
717,115,75,75,775
718,115,75,75,825
719,115,75,75,875
720,115,75,75,925
721,115,75,75,975
722,115,85,65,75
723,115,85,65,125
724,115,85,65,175
725,115,85,65,225
726,115,85,65,275
727,115,85,65,325
728,115,85,65,375
729,115,85,65,425
730,115,85,65,475
731,115,85,65,525
732,115,85,65,575
733,115,85,65,625
734,115,85,65,675
735,115,85,65,725
736,115,85,65,775
737,115,85,65,825
738,115,85,65,875
739,115,85,65,925
740,115,85,65,975
741,115,85,75,75
742,115,85,75,125
743,115,85,75,175
744,115,85,75,225
745,115,85,75,275
746,115,85,75,325
747,115,85,75,375
748,115,85,75,425
749,115,85,75,475
750,115,85,75,525
751,115,85,75,575
752,115,85,75,625
753,115,85,75,675
754,115,85,75,725
755,115,85,75,775
756,115,85,75,825
757,115,85,75,875
758,115,85,75,925
759,115,85,75,975
760,115,85,85,75
761,115,85,85,125
762,115,85,85,175
763,115,85,85,225
764,115,85,85,275
765,115,85,85,325
766,115,85,85,375
767,115,85,85,425
768,115,85,85,475
769,115,85,85,525
770,115,85,85,575
771,115,85,85,625
772,115,85,85,675
773,115,85,85,725
774,115,85,85,775
775,115,85,85,825
776,115,85,85,875
777,115,85,85,925
778,115,85,85,975
779,115,95,65,75
780,115,95,65,125
781,115,95,65,175
782,115,95,65,225
783,115,95,65,275
784,115,95,65,325
785,115,95,65,375
786,115,95,65,425
787,115,95,65,475
788,115,95,65,525
789,115,95,65,575
790,115,95,65,625
791,115,95,65,675
792,115,95,65,725
793,115,95,65,775
794,115,95,65,825
795,115,95,65,875
796,115,95,65,925
797,115,95,65,975
798,115,95,75,75
799,115,95,75,125
800,115,95,75,175
801,115,95,75,225
802,115,95,75,275
803,115,95,75,325
804,115,95,75,375
805,115,95,75,425
806,115,95,75,475
807,115,95,75,525
808,115,95,75,575
809,115,95,75,625
810,115,95,75,675
811,115,95,75,725
812,115,95,75,775
813,115,95,75,825
814,115,95,75,875
815,115,95,75,925
816,115,95,75,975
817,115,95,85,75
818,115,95,85,125
819,115,95,85,175
820,115,95,85,225
821,115,95,85,275
822,115,95,85,325
823,115,95,85,375
824,115,95,85,425
825,115,95,85,475
826,115,95,85,525
827,115,95,85,575
828,115,95,85,625
829,115,95,85,675
830,115,95,85,725
831,115,95,85,775
832,115,95,85,825
833,115,95,85,875
834,115,95,85,925
835,115,95,85,975
836,115,95,95,75
837,115,95,95,125
838,115,95,95,175
839,115,95,95,225
840,115,95,95,275
841,115,95,95,325
842,115,95,95,375
843,115,95,95,425
844,115,95,95,475
845,115,95,95,525
846,115,95,95,575
847,115,95,95,625
848,115,95,95,675
849,115,95,95,725
850,115,95,95,775
851,115,95,95,825
852,115,95,95,875
853,115,95,95,925
854,115,95,95,975
855,115,105,65,75
856,115,105,65,125
857,115,105,65,175
858,115,105,65,225
859,115,105,65,275
860,115,105,65,325
861,115,105,65,375
862,115,105,65,425
863,115,105,65,475
864,115,105,65,525
865,115,105,65,575
866,115,105,65,625
867,115,105,65,675
868,115,105,65,725
869,115,105,65,775
870,115,105,65,825
871,115,105,65,875
872,115,105,65,925
873,115,105,65,975
874,115,105,75,75
875,115,105,75,125
876,115,105,75,175
877,115,105,75,225
878,115,105,75,275
879,115,105,75,325
880,115,105,75,375
881,115,105,75,425
882,115,105,75,475
883,115,105,75,525
884,115,105,75,575
885,115,105,75,625
886,115,105,75,675
887,115,105,75,725
888,115,105,75,775
889,115,105,75,825
890,115,105,75,875
891,115,105,75,925
892,115,105,75,975
893,115,105,85,75
894,115,105,85,125
895,115,105,85,175
896,115,105,85,225
897,115,105,85,275
898,115,105,85,325
899,115,105,85,375
900,115,105,85,425
901,115,105,85,475
902,115,105,85,525
903,115,105,85,575
904,115,105,85,625
905,115,105,85,675
906,115,105,85,725
907,115,105,85,775
908,115,105,85,825
909,115,105,85,875
910,115,105,85,925
911,115,105,85,975
912,115,105,95,75
913,115,105,95,125
914,115,105,95,175
915,115,105,95,225
916,115,105,95,275
917,115,105,95,325
918,115,105,95,375
919,115,105,95,425
920,115,105,95,475
921,115,105,95,525
922,115,105,95,575
923,115,105,95,625
924,115,105,95,675
925,115,105,95,725
926,115,105,95,775
927,115,105,95,825
928,115,105,95,875
929,115,105,95,925
930,115,105,95,975
931,115,105,105,75
932,115,105,105,125
933,115,105,105,175
934,115,105,105,225
935,115,105,105,275
936,115,105,105,325
937,115,105,105,375
938,115,105,105,425
939,115,105,105,475
940,115,105,105,525
941,115,105,105,575
942,115,105,105,625
943,115,105,105,675
944,115,105,105,725
945,115,105,105,775
946,115,105,105,825
947,115,105,105,875
948,115,105,105,925
949,115,105,105,975
950,115,115,65,75
951,115,115,65,125
952,115,115,65,175
953,115,115,65,225
954,115,115,65,275
955,115,115,65,325
956,115,115,65,375
957,115,115,65,425
958,115,115,65,475
959,115,115,65,525
960,115,115,65,575
961,115,115,65,625
962,115,115,65,675
963,115,115,65,725
964,115,115,65,775
965,115,115,65,825
966,115,115,65,875
967,115,115,65,925
968,115,115,65,975
969,115,115,75,75
970,115,115,75,125
971,115,115,75,175
972,115,115,75,225
973,115,115,75,275
974,115,115,75,325
975,115,115,75,375
976,115,115,75,425
977,115,115,75,475
978,115,115,75,525
979,115,115,75,575
980,115,115,75,625
981,115,115,75,675
982,115,115,75,725
983,115,115,75,775
984,115,115,75,825
985,115,115,75,875
986,115,115,75,925
987,115,115,75,975
988,115,115,85,75
989,115,115,85,125
990,115,115,85,175
991,115,115,85,225
992,115,115,85,275
993,115,115,85,325
994,115,115,85,375
995,115,115,85,425
996,115,115,85,475
997,115,115,85,525
998,115,115,85,575
999,115,115,85,625
1000,115,115,85,675
1001,115,115,85,725
1002,115,115,85,775
1003,115,115,85,825
1004,115,115,85,875
1005,115,115,85,925
1006,115,115,85,975
1007,115,115,95,75
1008,115,115,95,125
1009,115,115,95,175
1010,115,115,95,225
1011,115,115,95,275
1012,115,115,95,325
1013,115,115,95,375
1014,115,115,95,425
1015,115,115,95,475
1016,115,115,95,525
1017,115,115,95,575
1018,115,115,95,625
1019,115,115,95,675
1020,115,115,95,725
1021,115,115,95,775
1022,115,115,95,825
1023,115,115,95,875
1024,115,115,95,925
1025,115,115,95,975
1026,115,115,105,75
1027,115,115,105,125
1028,115,115,105,175
1029,115,115,105,225
1030,115,115,105,275
1031,115,115,105,325
1032,115,115,105,375
1033,115,115,105,425
1034,115,115,105,475
1035,115,115,105,525
1036,115,115,105,575
1037,115,115,105,625
1038,115,115,105,675
1039,115,115,105,725
1040,115,115,105,775
1041,115,115,105,825
1042,115,115,105,875
1043,115,115,105,925
1044,115,115,105,975
1045,115,115,115,75
1046,115,115,115,125
1047,115,115,115,175
1048,115,115,115,225
1049,115,115,115,275
1050,115,115,115,325
1051,115,115,115,375
1052,115,115,115,425
1053,115,115,115,475
1054,115,115,115,525
1055,115,115,115,575
1056,115,115,115,625
1057,115,115,115,675
1058,115,115,115,725
1059,115,115,115,775
1060,115,115,115,825
1061,115,115,115,875
1062,115,115,115,925
1063,115,115,115,975
1064,125,65,65,75
1065,125,65,65,125
1066,125,65,65,175
1067,125,65,65,225
1068,125,65,65,275
1069,125,65,65,325
1070,125,65,65,375
1071,125,65,65,425
1072,125,65,65,475
1073,125,65,65,525
1074,125,65,65,575
1075,125,65,65,625
1076,125,65,65,675
1077,125,65,65,725
1078,125,65,65,775
1079,125,65,65,825
1080,125,65,65,875
1081,125,65,65,925
1082,125,65,65,975
1083,125,75,65,75
1084,125,75,65,125
1085,125,75,65,175
1086,125,75,65,225
1087,125,75,65,275
1088,125,75,65,325
1089,125,75,65,375
1090,125,75,65,425
1091,125,75,65,475
1092,125,75,65,525
1093,125,75,65,575
1094,125,75,65,625
1095,125,75,65,675
1096,125,75,65,725
1097,125,75,65,775
1098,125,75,65,825
1099,125,75,65,875
1100,125,75,65,925
1101,125,75,65,975
1102,125,75,75,75
1103,125,75,75,125
1104,125,75,75,175
1105,125,75,75,225
1106,125,75,75,275
1107,125,75,75,325
1108,125,75,75,375
1109,125,75,75,425
1110,125,75,75,475
1111,125,75,75,525
1112,125,75,75,575
1113,125,75,75,625
1114,125,75,75,675
1115,125,75,75,725
1116,125,75,75,775
1117,125,75,75,825
1118,125,75,75,875
1119,125,75,75,925
1120,125,75,75,975
1121,125,85,65,75
1122,125,85,65,125
1123,125,85,65,175
1124,125,85,65,225
1125,125,85,65,275
1126,125,85,65,325
1127,125,85,65,375
1128,125,85,65,425
1129,125,85,65,475
1130,125,85,65,525
1131,125,85,65,575
1132,125,85,65,625
1133,125,85,65,675
1134,125,85,65,725
1135,125,85,65,775
1136,125,85,65,825
1137,125,85,65,875
1138,125,85,65,925
1139,125,85,65,975
1140,125,85,75,75
1141,125,85,75,125
1142,125,85,75,175
1143,125,85,75,225
1144,125,85,75,275
1145,125,85,75,325
1146,125,85,75,375
1147,125,85,75,425
1148,125,85,75,475
1149,125,85,75,525
1150,125,85,75,575
1151,125,85,75,625
1152,125,85,75,675
1153,125,85,75,725
1154,125,85,75,775
1155,125,85,75,825
1156,125,85,75,875
1157,125,85,75,925
1158,125,85,75,975
1159,125,85,85,75
1160,125,85,85,125
1161,125,85,85,175
1162,125,85,85,225
1163,125,85,85,275
1164,125,85,85,325
1165,125,85,85,375
1166,125,85,85,425
1167,125,85,85,475
1168,125,85,85,525
1169,125,85,85,575
1170,125,85,85,625
1171,125,85,85,675
1172,125,85,85,725
1173,125,85,85,775
1174,125,85,85,825
1175,125,85,85,875
1176,125,85,85,925
1177,125,85,85,975
1178,125,95,65,75
1179,125,95,65,125
1180,125,95,65,175
1181,125,95,65,225
1182,125,95,65,275
1183,125,95,65,325
1184,125,95,65,375
1185,125,95,65,425
1186,125,95,65,475
1187,125,95,65,525
1188,125,95,65,575
1189,125,95,65,625
1190,125,95,65,675
1191,125,95,65,725
1192,125,95,65,775
1193,125,95,65,825
1194,125,95,65,875
1195,125,95,65,925
1196,125,95,65,975
1197,125,95,75,75
1198,125,95,75,125
1199,125,95,75,175
1200,125,95,75,225
1201,125,95,75,275
1202,125,95,75,325
1203,125,95,75,375
1204,125,95,75,425
1205,125,95,75,475
1206,125,95,75,525
1207,125,95,75,575
1208,125,95,75,625
1209,125,95,75,675
1210,125,95,75,725
1211,125,95,75,775
1212,125,95,75,825
1213,125,95,75,875
1214,125,95,75,925
1215,125,95,75,975
1216,125,95,85,75
1217,125,95,85,125
1218,125,95,85,175
1219,125,95,85,225
1220,125,95,85,275
1221,125,95,85,325
1222,125,95,85,375
1223,125,95,85,425
1224,125,95,85,475
1225,125,95,85,525
1226,125,95,85,575
1227,125,95,85,625
1228,125,95,85,675
1229,125,95,85,725
1230,125,95,85,775
1231,125,95,85,825
1232,125,95,85,875
1233,125,95,85,925
1234,125,95,85,975
1235,125,95,95,75
1236,125,95,95,125
1237,125,95,95,175
1238,125,95,95,225
1239,125,95,95,275
1240,125,95,95,325
1241,125,95,95,375
1242,125,95,95,425
1243,125,95,95,475
1244,125,95,95,525
1245,125,95,95,575
1246,125,95,95,625
1247,125,95,95,675
1248,125,95,95,725
1249,125,95,95,775
1250,125,95,95,825
1251,125,95,95,875
1252,125,95,95,925
1253,125,95,95,975
1254,125,105,65,75
1255,125,105,65,125
1256,125,105,65,175
1257,125,105,65,225
1258,125,105,65,275
1259,125,105,65,325
1260,125,105,65,375
1261,125,105,65,425
1262,125,105,65,475
1263,125,105,65,525
1264,125,105,65,575
1265,125,105,65,625
1266,125,105,65,675
1267,125,105,65,725
1268,125,105,65,775
1269,125,105,65,825
1270,125,105,65,875
1271,125,105,65,925
1272,125,105,65,975
1273,125,105,75,75
1274,125,105,75,125
1275,125,105,75,175
1276,125,105,75,225
1277,125,105,75,275
1278,125,105,75,325
1279,125,105,75,375
1280,125,105,75,425
1281,125,105,75,475
1282,125,105,75,525
1283,125,105,75,575
1284,125,105,75,625
1285,125,105,75,675
1286,125,105,75,725
1287,125,105,75,775
1288,125,105,75,825
1289,125,105,75,875
1290,125,105,75,925
1291,125,105,75,975
1292,125,105,85,75
1293,125,105,85,125
1294,125,105,85,175
1295,125,105,85,225
1296,125,105,85,275
1297,125,105,85,325
1298,125,105,85,375
1299,125,105,85,425
1300,125,105,85,475
1301,125,105,85,525
1302,125,105,85,575
1303,125,105,85,625
1304,125,105,85,675
1305,125,105,85,725
1306,125,105,85,775
1307,125,105,85,825
1308,125,105,85,875
1309,125,105,85,925
1310,125,105,85,975
1311,125,105,95,75
1312,125,105,95,125
1313,125,105,95,175
1314,125,105,95,225
1315,125,105,95,275
1316,125,105,95,325
1317,125,105,95,375
1318,125,105,95,425
1319,125,105,95,475
1320,125,105,95,525
1321,125,105,95,575
1322,125,105,95,625
1323,125,105,95,675
1324,125,105,95,725
1325,125,105,95,775
1326,125,105,95,825
1327,125,105,95,875
1328,125,105,95,925
1329,125,105,95,975
1330,125,105,105,75
1331,125,105,105,125
1332,125,105,105,175
1333,125,105,105,225
1334,125,105,105,275
1335,125,105,105,325
1336,125,105,105,375
1337,125,105,105,425
1338,125,105,105,475
1339,125,105,105,525
1340,125,105,105,575
1341,125,105,105,625
1342,125,105,105,675
1343,125,105,105,725
1344,125,105,105,775
1345,125,105,105,825
1346,125,105,105,875
1347,125,105,105,925
1348,125,105,105,975
1349,125,115,65,75
1350,125,115,65,125
1351,125,115,65,175
1352,125,115,65,225
1353,125,115,65,275
1354,125,115,65,325
1355,125,115,65,375
1356,125,115,65,425
1357,125,115,65,475
1358,125,115,65,525
